otu	sim	del	ins	mis	len	score	hit
52	denovo212188	98.61	0	1	3	287	1123	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
53	denovo223062	98.61	0	1	3	287	1123	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
54	denovo359994	98.61	0	1	3	287	1123	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
55	denovo438054	98.61	0	1	3	287	1123	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
56	denovo83360	98.61	0	1	3	287	1123	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
57	denovo211659	97.56	0	1	6	287	1123.5	G3.3_LK392377
58	denovo130788	99.28	0	2	0	278	1128	C22_AY239373
59	denovo246932	99.28	0	2	0	278	1128	C22_AY239373
60	denovo268411	99.28	0	2	0	278	1128	C22_AY239373
61	denovo334122	99.28	0	2	0	278	1128	C22_AY239373
62	denovo334543	99.28	0	2	0	278	1128	C22_AY239373
63	denovo381784	99.28	0	2	0	278	1128	C22_AY239373
64	denovo302586	98.95	1	1	1	287	1129	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
65	denovo227401	96.47	2	3	5	283	1130.5	B19_DQ865212;B33_GU907648
66	denovo284217	97.53	2	2	3	283	1131.5	B19_DQ865212
67	denovo302217	97.53	2	2	3	283	1131.5	B19_DQ865212
68	denovo102706	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
69	denovo107314	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
70	denovo107816	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
71	denovo107919	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
72	denovo111742	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
73	denovo111744	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
74	denovo112557	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
75	denovo113409	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
76	denovo114009	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
77	denovo114218	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
78	denovo117284	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
79	denovo117632	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
80	denovo121736	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
81	denovo121739	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
82	denovo122154	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
83	denovo123091	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
84	denovo130354	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
85	denovo132339	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
86	denovo134516	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
87	denovo136871	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
88	denovo137968	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
89	denovo144375	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
90	denovo147454	98.95	0	1	2	287	1132	B1.I_Green2014;B16_AY258469;B1d_GU907633;B1l_GU907639;B1e_GU907634
91	denovo148434	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
92	denovo153528	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
93	denovo157419	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
94	denovo158553	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
95	denovo167354	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
96	denovo168478	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
97	denovo168517	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
98	denovo170309	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
99	denovo170350	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
100	denovo170917	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
101	denovo171183	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
102	denovo17144	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
103	denovo172381	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
104	denovo176496	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
105	denovo178588	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
106	denovo178590	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
107	denovo179134	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
108	denovo181493	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
109	denovo182368	98.95	0	1	2	287	1132	B1.I_Green2014;B16_AY258469;B1d_GU907633;B1l_GU907639;B1e_GU907634
110	denovo183521	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
111	denovo187802	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
112	denovo190470	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
113	denovo190636	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
114	denovo190743	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634;B123_EU074872
115	denovo192992	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
116	denovo193869	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
117	denovo195376	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
118	denovo197090	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
119	denovo197620	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
120	denovo203679	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
121	denovo206137	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
122	denovo208664	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
123	denovo212098	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
124	denovo213838	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
125	denovo216865	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
126	denovo218108	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
127	denovo219075	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
128	denovo219957	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
129	denovo221122	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
130	denovo225870	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
131	denovo22972	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
132	denovo233539	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
133	denovo234925	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
134	denovo235181	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
135	denovo236120	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
136	denovo24507	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
137	denovo24509	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
138	denovo245344	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
139	denovo249785	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
140	denovo249835	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
141	denovo251775	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
142	denovo25382	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634;B34_GU907649
143	denovo255334	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
144	denovo256766	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
145	denovo258144	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
146	denovo260445	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
147	denovo261519	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
148	denovo26306	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
149	denovo26655	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
150	denovo267128	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1i_GU907636;B1l_GU907639;B1e_GU907634
151	denovo267260	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
152	denovo269596	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
153	denovo270943	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
154	denovo272905	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
155	denovo275498	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
156	denovo279789	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
157	denovo282031	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
158	denovo285998	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
159	denovo289048	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
160	denovo291413	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
161	denovo293017	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
162	denovo298668	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634;B123_EU074872
163	denovo29916	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
164	denovo300550	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
165	denovo303478	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
166	denovo305125	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
167	denovo306946	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
168	denovo312511	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
169	denovo315006	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
170	denovo316684	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
171	denovo316942	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
172	denovo318348	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
173	denovo318380	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
174	denovo320544	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
175	denovo325067	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
176	denovo326533	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
177	denovo326861	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
178	denovo329055	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
179	denovo333651	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
180	denovo335745	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
181	denovo336112	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
182	denovo338112	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
183	denovo339276	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
184	denovo340691	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
185	denovo343059	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
186	denovo34512	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
187	denovo345129	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
188	denovo345964	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
189	denovo348047	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
190	denovo349065	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
191	denovo351400	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
192	denovo358364	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
193	denovo359484	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
194	denovo362048	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
195	denovo362202	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
196	denovo365147	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
197	denovo368530	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
198	denovo3688	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
199	denovo369712	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1i_GU907636;B1l_GU907639;B1e_GU907634
200	denovo370688	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
201	denovo370994	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
202	denovo372569	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
203	denovo37332	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
204	denovo373935	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
205	denovo3766	98.95	0	1	2	287	1132	B1.I_Green2014;B16_AY258469;B1d_GU907633;B1l_GU907639;B1e_GU907634
206	denovo377855	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
207	denovo379132	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
208	denovo380137	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
209	denovo380788	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
210	denovo381003	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
211	denovo381582	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
212	denovo383905	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
213	denovo38462	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
214	denovo386515	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
215	denovo388981	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
216	denovo392339	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
217	denovo395842	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
218	denovo396739	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
219	denovo397027	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
220	denovo398672	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
221	denovo40113	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
222	denovo403345	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
223	denovo406438	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
224	denovo411992	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
225	denovo413649	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
226	denovo414462	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
227	denovo419010	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
228	denovo419893	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
229	denovo420934	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
230	denovo421458	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
231	denovo421462	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
232	denovo425387	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
233	denovo425421	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
234	denovo428650	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
235	denovo428754	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
236	denovo429337	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
237	denovo429937	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
238	denovo430431	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
239	denovo431706	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
240	denovo431937	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
241	denovo432635	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
242	denovo433241	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
243	denovo438583	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
244	denovo439106	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
245	denovo441604	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634;B123_EU074872
246	denovo448090	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
247	denovo449677	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
248	denovo451245	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
249	denovo452974	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
250	denovo454514	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
251	denovo456556	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
