otu	sim	del	ins	mis	len	score	hit
32	denovo26	98.61	1	1	2	287	1120	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
33	denovo80	98.95	1	1	1	287	1129	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
34	denovo161	96.47	2	3	5	283	1130.5	B19_DQ865212;B33_GU907648
35	denovo125	98.95	0	1	2	287	1132	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
36	denovo28	96.47	0	1	8	255	1132.5	A4_AF333509
37	denovo226	94.12	1	0	14	255	1137.5	A4_AF333509
38	denovo29	99.3	0	1	1	287	1141	B1.I_Green2014;B1d_GU907633;B1l_GU907639;B1e_GU907634
39	denovo174	96.86	0	1	7	255	1141.5	A4_AF333509
40	denovo201	99.65	0	1	0	287	1150	B125_EU074865
41	denovo32	97.25	0	1	6	255	1150.5	A4a_AF499778
42	denovo164	96.82	1	3	5	283	1159	B19_DQ865212;B33_GU907648
43	denovo230	99.65	0	1	0	287	1177.5	G3.3_LK392377
44	denovo157	98.06	0	1	4	258	1178	B24_GU907643
45	denovo184	96.08	0	1	9	255	1178.5	A4_AF333509
46	denovo197	98.95	1	1	1	287	1179	B1d_GU907633
47	denovo191	96.82	1	2	6	283	1186	B2_AF333512
48	denovo142	96.47	0	1	8	255	1187.5	A4_AF333509
49	denovo256	96.47	0	1	8	255	1187.5	A4_AF333509
50	denovo70	96.47	0	1	8	255	1187.5	A4_AF333509
51	denovo76	96.47	0	1	8	255	1187.5	A4_AF333509
52	denovo221	95.76	3	2	7	283	1188	C1c/C45_AY239364
53	denovo198	97.56	0	2	5	287	1210.5	B1d_GU907633
54	denovo194	97.17	1	2	5	283	1211.5	B2_AF333512
55	denovo81	97.91	0	1	5	287	1220.5	B1.I_Green2014;B123_EU074872
56	denovo86	97.53	1	1	5	283	1227	B2_AF333512
57	denovo89	97.53	1	1	5	283	1227	B2_AF333512
58	denovo114	98.04	0	0	5	255	1230	A4_AF333509
59	denovo222	92.93	0	0	20	283	1235	C1c/C45_AY239364;C1227_EU074882
60	denovo167	97.88	1	1	4	283	1237	B2_AF333512
61	denovo189	97.88	1	1	4	283	1237	B2_AF333512
62	denovo82	98.61	0	1	3	287	1238.5	B1.I_Green2014;B123_EU074872
63	denovo111	98.23	1	1	3	283	1240	B19_DQ865212
64	denovo97	95.05	2	2	10	283	1243	C1114_AB207196
65	denovo224	98.23	1	1	3	283	1245.5	B19_DQ865212
66	denovo117	97.53	2	2	3	283	1247	B19_DQ865212
67	denovo79	98.45	0	1	3	258	1247.5	B24_GU907643
68	denovo128	98.23	0	1	4	283	1248	B2_AF333512
69	denovo242	98.94	0	1	2	283	1249.5	C3_AB778606;C1089_AJ278598;C1028_DQ335357;C1026_DQ335366;C1190_EU099841;C3.11_FJ461506
70	denovo169	97.53	3	1	3	283	1251.5	B19_DQ865212
71	denovo188	97.53	2	1	4	283	1253	B19_DQ865212
72	denovo4	97.17	2	3	3	283	1254	C45a_AY765404
73	denovo223	94.7	1	1	13	283	1254	C45a_AY765404;C44_AY589750
74	denovo90	98.59	1	1	2	283	1255.5	B19_DQ865212
75	denovo112	97.88	2	2	2	283	1256	B19_DQ865212
76	denovo84	99.3	0	1	1	287	1256.5	B1.I_Green2014;B123_EU074872
77	denovo160	99.22	0	0	2	255	1257	A4_AF333509
78	denovo16	96.86	1	3	5	287	1261.5	B1.I_Green2014;B5_AF499781
79	denovo113	99.61	0	0	1	255	1266	A4_AF333509
80	denovo159	99.61	0	0	1	255	1266	A4_AF333509
81	denovo166	99.61	0	0	1	255	1266	A4_AF333509
82	denovo173	99.61	0	0	1	255	1266	A4_AF333509
83	denovo205	99.61	0	0	1	255	1266	A4_AF333509
84	denovo36	99.61	0	0	1	255	1266	A4_AF333509
85	denovo118	98.94	0	1	2	283	1266	B19_DQ865212
86	denovo127	95.76	2	2	8	283	1267	C44_AY589750
87	denovo24	96.68	0	1	8	271	1267.5	D1a_JN558078;D120_EU074900
88	denovo25	96.67	0	0	9	270	1269	G3.2_KC597694
89	denovo148	94.43	0	1	15	287	1273.5	B1d_GU907633
90	denovo252	96.68	0	0	9	271	1274	D1a_JN558078
91	denovo207	100	0	0	0	255	1275	A4_AF333509
92	denovo73	100	0	0	0	255	1275	A4_AF333509
93	denovo106	99.29	0	1	1	283	1275	B19_DQ865212
94	denovo208	99.64	0	1	0	278	1275.5	C22_AY239373
95	denovo15	97.56	1	1	5	287	1276	B31_GU907645
96	denovo163	97.53	1	1	5	283	1276.5	B19_DQ865212
97	denovo150	97.88	1	2	3	283	1280.5	B2_AF333512
98	denovo149	94.77	0	1	14	287	1282.5	B1d_GU907633
99	denovo100	95.05	0	0	14	283	1289	C45a_AY765404
100	denovo175	95.05	0	0	14	283	1289	C3.12_FJ461507;C1114_AB207196;C1089_AJ278598;C1190_EU099841
101	denovo58	95.05	0	0	14	283	1289	C1c/C45_AY239364;C1227_EU074882
102	denovo247	97.42	0	0	7	271	1292	D1_AF334660
103	denovo50	99.62	0	0	1	261	1296	D2_AY686649
104	denovo211	95.41	1	0	12	283	1296	B19_DQ865212
105	denovo83	98.95	0	1	2	287	1297	B1.I_Green2014;B121_EU074870;B7_AF499784
106	denovo10	95.41	0	0	13	283	1298	C45a_AY765404;C44_AY589750
107	denovo136	95.41	0	0	13	283	1298	C45a_AY765404;C44_AY589750
108	denovo9	95.41	0	0	13	283	1298	C1c/C45_AY239364;C1227_EU074882
109	denovo238	98.59	0	2	2	283	1300	B19_DQ865212
110	denovo109	94.77	0	0	15	287	1300	B124_EU074874
111	denovo236	97.21	0	2	6	287	1300.5	B1.I_Green2014
112	denovo85	99.3	0	1	1	287	1306	B1.I_Green2014;B121_EU074870;B7_AF499784
113	denovo260	95.76	0	0	12	283	1307	B19_DQ865212
114	denovo5	95.76	0	0	12	283	1307	C1c/C45_AY239364
115	denovo177	96.11	0	1	10	283	1309.5	C1089_AJ278598
116	denovo139	95.47	1	1	11	287	1310	B1.I_Green2014;B34_GU907649
117	denovo202	95.47	1	1	11	287	1310	B1.I_Green2014;B34_GU907649
118	denovo68	95.47	1	1	11	287	1310	B1.I_Green2014;B16_AY258469;B1d_GU907633;B34_GU907649
119	denovo178	98.52	0	0	4	270	1314	G3.2_KC597694
120	denovo231	98.61	0	2	2	287	1314.5	G3.3_LK392377
121	denovo131	96.11	0	0	11	283	1316	B19_DQ865212
122	denovo140	96.11	0	0	11	283	1316	B19_DQ865212
123	denovo216	96.11	0	0	11	283	1316	B19_DQ865212
124	denovo259	96.11	0	0	11	283	1316	B18a_AY258472
125	denovo54	96.11	0	0	11	283	1316	C1c/C45_AY239364
126	denovo134	96.47	1	1	8	283	1317	C45a_AY765404
127	denovo47	95.82	0	1	11	287	1320.5	B1.I_Green2014;B34_GU907649
128	denovo104	96.47	0	0	10	283	1325	C3_AB778606;C1.v1a_FJ919243;C1190_EU099841
129	denovo115	96.47	0	0	10	283	1325	C7_AF499797;C1190_EU099841;C3.16_EU786015
130	denovo137	96.47	0	0	10	283	1325	C45a_AY765404;C44_AY589750
131	denovo240	96.47	0	0	10	283	1325	B19_DQ865212
132	denovo253	96.47	0	0	10	283	1325	C1c/C45_AY239364
133	denovo258	96.47	0	0	10	283	1325	B18a_AY258472
134	denovo271	96.47	0	0	10	283	1325	C46_EU449108
135	denovo7	96.47	0	0	10	283	1325	C45a_AY765404
136	denovo119	95.82	1	0	11	287	1325.5	B1.I_Green2014;B1j_GU907637
137	denovo218	96.82	0	0	9	283	1334	C1c/C45_AY239364
138	denovo88	96.82	0	0	9	283	1334	C1065_DQ335388
139	denovo95	96.82	0	0	9	283	1334	C46_EU449108
140	denovo196	96.86	1	1	7	287	1334	B1d_GU907633
141	denovo101	96.17	1	0	10	287	1334	B1.I_Green2014;B34_GU907649
142	denovo183	96.17	1	0	10	287	1334	B1.I_Green2014;B34_GU907649
143	denovo65	97.21	0	1	7	287	1334.5	G3.3_LK392377
144	denovo133	96.17	1	0	10	287	1334.5	B1.I_Green2014;B34_GU907649
145	denovo37	98.95	0	1	2	287	1335.5	B1.I_Green2014;B125_EU074865
146	denovo267	96.17	0	0	11	287	1336	B5_AF499781
147	denovo78	96.17	0	0	11	287	1336	B1.I_Green2014
148	denovo45	99.26	0	0	2	271	1337	D1a_JN558078
149	denovo190	99.65	0	1	0	287	1337	B1.I_Green2014
150	denovo234	96.52	1	1	8	287	1337	B1.I_Green2014;B34_GU907649
151	denovo110	97.21	1	1	6	287	1337.5	B1.I_Green2014
152	denovo14	97.17	0	0	8	283	1343	C15.28_KC597687
153	denovo217	97.17	0	0	8	283	1343	C3.12_FJ461507
154	denovo229	97.17	0	0	8	283	1343	C44_AY589750
155	denovo199	97.21	1	1	6	287	1343	B1d_GU907633
156	denovo108	96.86	1	1	7	287	1344.5	B1.I_Green2014;B16_AY258469;B1d_GU907633
157	denovo12	96.52	0	0	10	287	1345	B1.I_Green2014;B1j_GU907637
158	denovo172	96.52	0	0	10	287	1345	B1.I_Green2014
159	denovo34	96.52	0	0	10	287	1345	B1.I_Green2014;B34_GU907649
160	denovo185	99.63	0	0	1	271	1346	D1a_JN558078
161	denovo195	99.63	0	0	1	271	1346	D1a.1_JF683338
162	denovo141	100	0	0	0	270	1350	G3.2_KC597694
163	denovo129	97.53	0	0	7	283	1352	C1c/C45_AY239364
164	denovo206	97.53	0	0	7	283	1352	C3.12_FJ461507
165	denovo228	97.53	0	0	7	283	1352	C44_AY589750
166	denovo255	97.53	0	0	7	283	1352	C45a_AY765404;C44_AY589750
167	denovo75	97.53	0	0	7	283	1352	C3_AB778606;C1027_DQ335360
168	denovo77	97.53	0	0	7	283	1352	C3.12_FJ461507
169	denovo38	97.21	1	1	6	287	1353.5	B1.I_Green2014;B16_AY258469;B1d_GU907633
170	denovo116	96.86	0	0	9	287	1354	B1.I_Green2014
171	denovo13	96.86	0	0	9	287	1354	B1.I_Green2014;B34_GU907649
172	denovo171	96.86	0	0	9	287	1354	B121_EU074870
173	denovo182	96.86	0	0	9	287	1354	B1.I_Green2014;B34_GU907649
174	denovo265	96.86	0	0	9	287	1354	B1.I_Green2014
175	denovo48	96.86	0	0	9	287	1354	B1.I_Green2014
176	denovo62	96.86	0	0	9	287	1354	B1.I_Green2014;B34_GU907649
177	denovo67	96.86	0	0	9	287	1354	B1.I_Green2014
178	denovo8	96.86	0	0	9	287	1354	B1.I_Green2014;B1j_GU907637
179	denovo212	97.56	0	1	6	287	1354.5	B1d_GU907633
180	denovo121	100	0	0	0	271	1355	D1a_JN558078
181	denovo154	100	0	0	0	271	1355	D1a.1_JF683338
182	denovo249	100	0	0	0	271	1355	D1_AF334660
183	denovo243	97.21	1	0	7	287	1360.5	B1.I_Green2014
184	denovo1	97.88	0	0	6	283	1361	C3_AB778606
185	denovo203	97.88	0	0	6	283	1361	C46_EU449108
186	denovo219	97.88	0	0	6	283	1361	C1c/C45_AY239364
187	denovo3	97.88	0	0	6	283	1361	C1_JN558041
188	denovo254	97.56	1	1	5	287	1362.5	B1.I_Green2014;B16_AY258469;B1d_GU907633
189	denovo39	98.92	0	0	3	278	1363	C17.2_FJ461513
190	denovo0	97.21	0	0	8	287	1363	B1.I_Green2014;B34_GU907649
191	denovo244	97.95	0	3	3	293	1364	C3.22_HE579010
192	denovo176	99.64	0	0	1	276	1371	C32.2_JF683336
193	denovo210	99.28	0	0	2	278	1372	C17.2_FJ461513
194	denovo130	97.56	0	0	7	287	1372	B1.I_Green2014
195	denovo151	97.56	0	0	7	287	1372	B125_EU074865
196	denovo261	97.56	0	0	7	287	1372	B1.I_Green2014
197	denovo49	98.59	0	1	3	283	1372.5	C3_AB778606;C1028_DQ335357
198	denovo91	98.59	0	1	3	283	1372.5	C1c/C45_AY239364
199	denovo94	98.26	0	2	3	287	1377	B1.I_Green2014;B1e_GU907634
200	denovo11	98.94	1	1	1	283	1379	B19_DQ865212
201	denovo21	98.59	0	0	4	283	1379	C1c/C45_AY239364
202	denovo53	98.59	0	0	4	283	1379	C45a_AY765404;C42_AY765402;C44_AY589750
203	denovo269	97.91	0	0	6	287	1381	B1.I_Green2014
204	denovo144	99.29	0	0	2	280	1382	C31_AY258496
205	denovo162	99.29	0	0	2	280	1382	C31_AY258496
206	denovo46	98.26	1	1	3	287	1382	B1.I_Green2014
207	denovo52	98.63	0	3	1	293	1382	C3.22_HE579010
208	denovo152	99.29	0	1	1	283	1385	C3_AB778606
209	denovo124	98.94	0	1	2	284	1386.5	C66_AY589771
210	denovo107	98.26	1	0	4	287	1387.5	B1.I_Green2014
211	denovo239	98.26	1	0	4	287	1387.5	B1.I_Green2014
212	denovo245	98.26	1	0	4	287	1387.5	B1.I_Green2014
213	denovo165	98.94	0	0	3	283	1388	C3_AB778606;C1027_DQ335360;C3j_AY239366
214	denovo209	98.94	0	0	3	283	1388	C45a_AY765404;C44_AY589750
215	denovo241	98.94	0	0	3	283	1388	C1c/C45_AY239364;C1k_AY589733
216	denovo17	100	0	0	0	278	1390	C1144_DQ182637
217	denovo153	99.29	1	0	1	283	1394	B19_DQ865212
218	denovo143	100	0	0	0	279	1395	C31.9_HQ630879
219	denovo193	99.29	0	0	2	283	1397	C45a_AY765404
220	denovo23	99.29	0	0	2	283	1397	C15_AY239369
221	denovo263	99.29	0	0	2	283	1397	B19_DQ865212
222	denovo55	99.29	0	0	2	283	1397	C1002_DQ838544
223	denovo56	99.29	0	0	2	283	1397	C46_EU449108
224	denovo262	98.61	0	0	4	287	1399	B1.I_Green2014
225	denovo122	100	0	0	0	280	1400	C31.1_HQ630876
226	denovo126	100	0	0	0	280	1400	C31_AY258496
227	denovo42	100	0	0	0	280	1400	C31_AY258496
228	denovo103	98.95	0	1	2	287	1401.5	B1.I_Green2014
229	denovo57	98.95	0	1	2	287	1401.5	B1.I_Green2014
230	denovo187	99.65	1	0	0	283	1403	C3_AB778606
231	denovo63	98.95	1	0	2	287	1405.5	B1.I_Green2014
232	denovo146	99.65	0	0	1	283	1406	C1c/C45_AY239364
233	denovo214	99.65	0	0	1	283	1406	B19_DQ865212
234	denovo22	99.65	0	0	1	283	1406	C45a_AY765404
235	denovo220	99.65	0	0	1	283	1406	C46_EU449108;C42_AY765402
236	denovo237	99.65	0	0	1	283	1406	B19_DQ865212
237	denovo264	99.65	0	0	1	283	1406	C7_AF499797
238	denovo40	99.65	0	0	1	283	1406	C45a_AY765404
239	denovo43	99.65	0	0	1	283	1406	C1c/C45_AY239364
240	denovo44	99.65	0	0	1	283	1406	C3_AB778606
241	denovo6	99.65	0	0	1	283	1406	C3_AB778606;C3j_AY239366
242	denovo60	99.65	0	0	1	283	1406	C46_EU449108
243	denovo64	99.65	0	0	1	283	1406	B19_DQ865212
244	denovo69	99.65	0	0	1	283	1406	C15.26_KC597686
245	denovo93	99.65	0	0	1	283	1406	C3_AB778606
246	denovo213	98.95	0	0	3	287	1408	B1.I_Green2014
247	denovo35	99.3	0	1	1	287	1410.5	B1.I_Green2014;B34_GU907649
248	denovo96	99.3	0	1	1	287	1410.5	B1.I_Green2014
249	denovo138	100	0	0	0	283	1415	C3_AB778606
250	denovo192	100	0	0	0	283	1415	B19_DQ865212
251	denovo2	100	0	0	0	283	1415	C1c/C45_AY239364
252	denovo235	100	0	0	0	283	1415	C45a_AY765404
253	denovo257	100	0	0	0	283	1415	C1c/C45_AY239364
254	denovo27	100	0	0	0	283	1415	C1_JN558041
255	denovo30	100	0	0	0	283	1415	C7_AF499797
256	denovo59	100	0	0	0	283	1415	C3.12_FJ461507
257	denovo74	100	0	0	0	283	1415	C46_EU449108
258	denovo72	99.3	1	0	1	287	1415.5	B1.I_Green2014
259	denovo19	99.3	0	0	2	287	1417	B1.I_Green2014
260	denovo227	99.3	0	0	2	287	1417	B16_AY258469
261	denovo266	99.3	0	0	2	287	1417	B1.I_Green2014
262	denovo61	99.3	0	0	2	287	1417	B1.I_Green2014
263	denovo123	99.65	0	0	1	287	1426	B7_AF499784
264	denovo135	99.65	0	0	1	287	1426	B1.I_Green2014
265	denovo180	99.65	0	0	1	287	1426	B1.I_Green2014
266	denovo186	99.65	0	0	1	287	1426	B1.I_Green2014
267	denovo233	99.65	0	0	1	287	1426	B1.I_Green2014
268	denovo31	99.65	0	0	1	287	1426	B1d_GU907633
269	denovo33	99.65	0	0	1	287	1426	B1.I_Green2014
270	denovo147	100	0	0	0	287	1435	B1d_GU907633
271	denovo156	100	0	0	0	287	1435	B10_AF499787
272	denovo204	100	0	0	0	287	1435	B1.I_Green2014
273	denovo268	100	0	0	0	287	1435	B5_AF499781
