otu	sim	del	ins	mis	len	score	hit
103	denovo12	96.17	1	0	10	287	1334.5	B1.I_Green2014;B34_GU907649
104	denovo110	96.17	0	0	11	287	1336	B5_AF499781
105	denovo137	96.17	0	0	11	287	1336	B1.I_Green2014;B34_GU907649
106	denovo44	96.17	0	0	11	287	1336	B1.I_Green2014
107	denovo11	96.86	0	1	8	287	1336.5	B1d_GU907633
108	denovo62	97.5	0	0	7	280	1337	C31_AY258496;C31a_AY589746
109	denovo133	97.21	1	1	6	287	1337.5	B1.I_Green2014
110	denovo68	96.52	1	0	9	287	1342.5	B1.I_Green2014
111	denovo69	96.52	1	0	9	287	1342.5	B1.I_Green2014
112	denovo124	97.17	0	0	8	283	1343	B19_DQ865212
113	denovo157	97.17	0	0	8	283	1343	B19_DQ865212
114	denovo16	97.17	0	0	8	283	1343	B19_DQ865212;B33_GU907648
115	denovo20	97.17	0	0	8	283	1343	C3.12_FJ461507
116	denovo24	97.17	0	0	8	283	1343	C44_AY589750
117	denovo72	97.17	0	0	8	283	1343	C15.28_KC597687
118	denovo95	97.17	0	0	8	283	1343	B19_DQ865212
119	denovo61	97.21	1	1	6	287	1343	B1d_GU907633
120	denovo2	96.52	0	0	10	287	1345	B1.I_Green2014;B1j_GU907637
121	denovo78	96.52	0	0	10	287	1345	B1.I_Green2014
122	denovo3	99.63	0	0	1	271	1346	D1a.1_JF683338
123	denovo54	99.63	0	0	1	271	1346	D1a_JN558078
124	denovo130	100	0	0	0	270	1350	G3.2_KC597694
125	denovo102	97.53	0	0	7	283	1352	C3.12_FJ461507
126	denovo126	97.53	0	0	7	283	1352	C1c/C45_AY239364
127	denovo13	97.53	0	0	7	283	1352	C1.6_FJ461493;C1g_AY589730
128	denovo18	97.53	0	0	7	283	1352	C3_AB778606;C1027_DQ335360
129	denovo25	97.53	0	0	7	283	1352	C44_AY589750
130	denovo45	97.53	0	0	7	283	1352	C3.12_FJ461507
131	denovo97	97.53	0	0	7	283	1352	B19_DQ865212
132	denovo81	97.88	1	1	4	283	1353	B18a_AY258472
133	denovo164	97.21	1	1	6	287	1353.5	B1.I_Green2014;B16_AY258469;B1d_GU907633
134	denovo122	96.86	0	0	9	287	1354	B1.I_Green2014
135	denovo143	96.86	0	0	9	287	1354	B1.I_Green2014;B34_GU907649
136	denovo147	96.86	0	0	9	287	1354	B1d_GU907633
137	denovo6	96.86	0	0	9	287	1354	B1.I_Green2014
138	denovo86	96.86	0	0	9	287	1354	B121_EU074870
139	denovo94	96.86	0	0	9	287	1354	B1.I_Green2014
140	denovo96	96.86	0	0	9	287	1354	B1.I_Green2014
141	denovo40	97.88	0	1	5	283	1354.5	B19_DQ865212
142	denovo111	100	0	0	0	271	1355	D1a_JN558078
143	denovo146	100	0	0	0	271	1355	D1a.1_JF683338
144	denovo15	100	0	0	0	271	1355	D1_AF334660
145	denovo123	97.88	1	0	5	283	1359	B19_DQ865212
146	denovo116	97.88	0	0	6	283	1361	C46_EU449108
147	denovo131	97.88	0	0	6	283	1361	C1_JN558041
148	denovo158	97.88	0	0	6	283	1361	C3_AB778606
149	denovo23	97.88	0	0	6	283	1361	C1c/C45_AY239364
150	denovo118	97.21	0	0	8	287	1363	B1.I_Green2014;B34_GU907649
151	denovo148	97.21	0	0	8	287	1363	B31_GU907645
152	denovo151	97.21	0	0	8	287	1363	B1d_GU907633
153	denovo117	97.91	0	1	5	287	1363.5	B1d_GU907633
154	denovo113	98.61	0	1	3	287	1365	B5_AF499781
155	denovo5	98.23	1	0	4	283	1368	B19_DQ865212
156	denovo80	99.64	0	0	1	276	1371	C32.2_JF683336
157	denovo177	98.59	0	2	2	284	1371	C66_AY589771
158	denovo115	97.56	0	0	7	287	1372	B5_AF499781
159	denovo84	97.56	0	0	7	287	1372	B1.I_Green2014
160	denovo120	98.59	0	1	3	283	1372.5	C1c/C45_AY239364
161	denovo114	98.26	0	2	3	287	1377	B1.I_Green2014;B1e_GU907634
162	denovo92	98.94	1	1	1	283	1379	B19_DQ865212
163	denovo34	98.59	0	0	4	283	1379	B19_DQ865212
164	denovo109	99.29	0	0	2	280	1382	C31.1_HQ630876
165	denovo58	98.26	1	1	3	287	1382	B1.I_Green2014
166	denovo159	98.63	0	3	1	293	1382	C3.22_HE579010
167	denovo47	98.94	0	0	3	283	1388	C1c/C45_AY239364;C1k_AY589733
168	denovo36	100	0	0	0	278	1390	C1144_DQ182637
169	denovo67	99.29	1	0	1	283	1394	B19_DQ865212
170	denovo119	100	0	0	0	279	1395	C31.9_HQ630879
171	denovo132	99.29	0	0	2	283	1397	C15_AY239369
172	denovo106	100	0	0	0	280	1400	C31_AY258496
173	denovo173	99.65	0	0	1	283	1406	B19_DQ865212
174	denovo35	99.65	0	0	1	283	1406	B19_DQ865212
175	denovo46	99.65	0	0	1	283	1406	C15.26_KC597686
176	denovo170	98.95	0	0	3	287	1408	B1.I_Green2014
177	denovo145	100	0	0	0	283	1415	C3_AB778606
178	denovo165	100	0	0	0	283	1415	C7_AF499797
179	denovo172	100	0	0	0	283	1415	C46_EU449108
180	denovo77	100	0	0	0	283	1415	C45a_AY765404
181	denovo64	100	0	0	0	287	1435	B1.I_Green2014
